x-axis,1,2,3
second,Volt,Volt,Volt
-49.9000E-06,+15.8265628815E+00,+4.2750000954E+00,+434.3750000000E+00
-49.7000E-06,+15.8187503815E+00,+4.2515625954E+00,+434.3750000000E+00
-49.5000E-06,+15.8187503815E+00,+4.2359375954E+00,+434.3750000000E+00
-49.3000E-06,+15.8265628815E+00,+4.2359375954E+00,+434.3750000000E+00
-49.1000E-06,+15.8265628815E+00,+4.2515625954E+00,+434.3750000000E+00
-48.9000E-06,+15.8187503815E+00,+4.2515625954E+00,+434.3750000000E+00
-48.7000E-06,+15.8109378815E+00,+4.2359375954E+00,+434.3750000000E+00
-48.5000E-06,+15.8187503815E+00,+4.2281250954E+00,+434.3750000000E+00
-48.3000E-06,+15.8187503815E+00,+4.2203125954E+00,+434.3750000000E+00
-48.1000E-06,+15.8031253815E+00,+4.2203125954E+00,+434.3750000000E+00
-47.9000E-06,+15.8109378815E+00,+4.2281250954E+00,+426.5624999999E+00
-47.7000E-06,+15.8109378815E+00,+4.2125000954E+00,+426.5625000001E+00
-47.5000E-06,+15.8109378815E+00,+4.2046875954E+00,+426.5624999999E+00
-47.3000E-06,+15.8109378815E+00,+4.2046875954E+00,+426.5625000001E+00
-47.1000E-06,+15.8109378815E+00,+4.1890625954E+00,+434.3750000000E+00
-46.9000E-06,+15.8109378815E+00,+4.1890625954E+00,+434.3750000000E+00
-46.7000E-06,+15.8890628815E+00,+3.4781250954E+00,+223.4374999982E+00
-46.5000E-06,+15.8656253815E+00,+3.4703125954E+00,+12.5000000000E+00
-46.3000E-06,+15.7640628815E+00,+4.1265625954E+00,+4.6874999999E+00
-46.1000E-06,+15.7796878815E+00,+4.3375000954E+00,-3.1250000000E+00
-45.9000E-06,+15.7718753815E+00,+4.4312500954E+00,-3.1250000000E+00
-45.7000E-06,+15.7875003815E+00,+4.1812500954E+00,-3.1250000000E+00
-45.5000E-06,+15.8109378815E+00,+4.0875000954E+00,+4.6875000001E+00
-45.3000E-06,+15.8031253815E+00,+4.0562500954E+00,+12.5000000000E+00
-45.1000E-06,+15.8031253815E+00,+4.0640625954E+00,+12.5000000000E+00
-44.9000E-06,+15.8109378815E+00,+4.1031250954E+00,+12.5000000000E+00
-44.7000E-06,+15.8031253815E+00,+4.1187500954E+00,+12.5000000000E+00
-44.5000E-06,+15.7875003815E+00,+4.1500000954E+00,+12.5000000000E+00
-44.3000E-06,+15.7796878815E+00,+4.1734375954E+00,+20.3125000001E+00
-44.1000E-06,+15.7796878815E+00,+4.1734375954E+00,+12.4999999999E+00
-43.9000E-06,+15.7796878815E+00,+4.1656250954E+00,-3.1250000000E+00
-43.7000E-06,+15.7953128815E+00,+4.1343750954E+00,+4.6875000001E+00
-43.5000E-06,+15.8109378815E+00,+4.1109375954E+00,+12.5000000000E+00
-43.3000E-06,+15.8109378815E+00,+4.1109375954E+00,+12.5000000000E+00
-43.1000E-06,+15.8187503815E+00,+4.1421875954E+00,+43.7500000003E+00
-42.9000E-06,+15.8187503815E+00,+4.1500000954E+00,+106.2500000003E+00
-42.7000E-06,+15.8109378815E+00,+4.1343750954E+00,+192.1875000004E+00
-42.5000E-06,+15.8031253815E+00,+4.1265625954E+00,+285.9375000003E+00
-42.3000E-06,+15.7953128815E+00,+4.1031250954E+00,+379.6875000004E+00
-42.1000E-06,+15.7953128815E+00,+4.1343750954E+00,+434.3750000000E+00
-41.9000E-06,+15.7953128815E+00,+4.1812500954E+00,+434.3750000000E+00
-41.7000E-06,+15.7953128815E+00,+4.1734375954E+00,+442.1875000001E+00
-41.5000E-06,+15.7953128815E+00,+4.1812500954E+00,+442.1874999999E+00
-41.3000E-06,+15.7953128815E+00,+4.1968750954E+00,+434.3750000000E+00
-41.1000E-06,+15.8109378815E+00,+4.2125000954E+00,+434.3750000000E+00
-40.9000E-06,+15.8109378815E+00,+4.2281250954E+00,+442.1875000001E+00
-40.7000E-06,+15.8109378815E+00,+4.2437500954E+00,+442.1874999999E+00
-40.5000E-06,+15.8187503815E+00,+4.2593750954E+00,+434.3750000000E+00
-40.3000E-06,+15.8343753815E+00,+4.2671875954E+00,+434.3750000000E+00
-40.1000E-06,+15.8500003815E+00,+4.2750000954E+00,+434.3750000000E+00
-39.9000E-06,+15.8343753815E+00,+4.2593750954E+00,+434.3750000000E+00
-39.7000E-06,+15.8421878815E+00,+4.2671875954E+00,+434.3750000000E+00
-39.5000E-06,+15.8578128815E+00,+4.2828125954E+00,+434.3750000000E+00
-39.3000E-06,+15.8578128815E+00,+4.2750000954E+00,+434.3750000000E+00
-39.1000E-06,+15.8656253815E+00,+4.2671875954E+00,+434.3750000000E+00
-38.9000E-06,+15.8734378815E+00,+4.2593750954E+00,+426.5624999999E+00
-38.7000E-06,+15.8890628815E+00,+4.2671875954E+00,+418.7500000000E+00
-38.5000E-06,+15.8890628815E+00,+4.2906250954E+00,+434.3750000001E+00
-38.3000E-06,+15.8812503815E+00,+4.2984375954E+00,+442.1874999999E+00
-38.1000E-06,+15.8890628815E+00,+4.2906250954E+00,+434.3750000000E+00
-37.9000E-06,+15.9046878815E+00,+4.2906250954E+00,+426.5624999999E+00
-37.7000E-06,+15.9125003815E+00,+4.3062500954E+00,+426.5625000001E+00
-37.5000E-06,+15.9046878815E+00,+4.3062500954E+00,+434.3750000000E+00
-37.3000E-06,+15.9046878815E+00,+4.2906250954E+00,+434.3750000000E+00
-37.1000E-06,+15.9125003815E+00,+4.2984375954E+00,+442.1875000001E+00
-36.9000E-06,+15.9046878815E+00,+4.2984375954E+00,+442.1874999999E+00
-36.7000E-06,+15.8890628815E+00,+4.2906250954E+00,+434.3750000000E+00
-36.5000E-06,+15.8890628815E+00,+4.2906250954E+00,+434.3750000000E+00
-36.3000E-06,+15.8890628815E+00,+4.2906250954E+00,+434.3750000000E+00
-36.1000E-06,+15.8812503815E+00,+4.2984375954E+00,+434.3750000000E+00
-35.9000E-06,+15.8734378815E+00,+4.2906250954E+00,+434.3750000000E+00
-35.7000E-06,+15.8578128815E+00,+4.2593750954E+00,+434.3750000000E+00
